"Year","Fruit","Variety","Area_harvested_ha","Yield_t_per_ha","Production_tons","Average_Temperature_C","Rainfall_mm","Pest_Incidence_Index","Irrigation_Water_m3_per_ha","Productivity","Growth_Percent","Disease_Class","NDVI_Index","Soil_Moisture_pct","GDD_Base10","Reference_ETo_mm","Notes","Prod_total_orig"
2023,"Peaches","Springcrest",56.15,10.68,599.68,23.26,344.2,0.38,2588,0.706,60.52,"Fungal",0.702,8.34,3222,350.8,"@ missing-field flag",
2023,"Peaches","Springcrest",56.15,10.68,599.68,23.26,344.2,0.38,2588,0.706,62.27,"Fungal",0.702,8.34,3222,350.8,"@ missing-field flag",27155.27
2023,"Peaches","Springcrest",38.04,10.24,389.53,14.4,244.7,0.58,3642,0.641,58.02,"Bacterial",0.499,9.72,1664,342.4,"@ anomaly",
2023,"Peaches","Springcrest",38.04,10.24,389.53,14.4,244.7,0.58,3642,0.641,52.51,"Bacterial",0.499,9.72,1664,342.4,"@ anomaly",27155.27
1995,"Peaches","Suncrest",67.53,12.28,829.28,14.46,294,0.44,3141,1.022,52.28,"Bacterial",0.616,7.54,1621,366.3,"@  reviewed",11337.52
1996,"Peaches","Suncrest",212.57,14.88,3162.42,16.32,302.4,0.41,2974,1.223,54.08,"Bacterial",0.654,7.95,1628,349.6,"@ missing-field flag",14799.07
1997,"Peaches","Suncrest",171.36,20.5,3512.06,19.82,311.9,0.31,2947,1.559,56.7,"Bacterial",0.657,9.84,2047,342,"@ missing-field flag",29582.27
1998,"Peaches","Suncrest",156.23,14.51,2267.52,13.3,351.9,0.42,2575,1.121,58.1,"Fungal",0.701,9.65,1334,375.7,"@ missing-field flag",25732.99
1999,"Peaches","Suncrest",428.88,13.7,5873.59,14.42,285.9,0.39,3106,1.08,56.93,"Bacterial",0.583,8.34,1859,355.8,"@ ok",23800.63
2000,"Peaches","Suncrest",68.88,15.89,1094.54,19.86,347.7,0.45,2447,1.447,57.2,"Fungal",0.718,9.64,2929,345.6,"@",30913.17
2001,"Peaches","Suncrest",126.03,11.33,1427.83,12.76,338,0.32,2778,0.944,57.2,"Fungal",0.68,9.38,881,344.4,"@  reviewed",13280.2
2002,"Peaches","Suncrest",6.43,15.81,101.66,14.77,340.6,0.35,2484,1.239,59.69,"Fungal",0.775,9.32,704,337.1,"@",33594.98
2003,"Peaches","Suncrest",267.98,19.27,5162.79,10.78,318.8,0.43,2941,1.539,56.37,"Bacterial",0.675,11.46,876,356.5,"@",42404.08
2004,"Peaches","Suncrest",184.27,10.98,2024.08,24.64,353.7,0.45,2407,0.86,58.24,"Fungal",0.723,8.5,3072,354.5,"@",20080.82
2005,"Peaches","Suncrest",179.52,12.75,2289.18,18.84,322.9,0.19,2783,0.921,59.34,"None",0.672,9.7,2119,365.8,"@ anomaly",26659.07
2006,"Peaches","Suncrest",360.52,12.13,4374,18.6,333.3,0.34,2689,0.971,62.7,"Fungal",0.756,9.71,2585,363.7,"@",20591.35
2007,"Peaches","Suncrest",30.8,12.67,390.14,22.58,259.1,0.42,3318,0.973,61.02,"Bacterial",0.56,8.64,3253,362.3,"@",22705.77
2008,"Peaches","Suncrest",387.76,12.69,4922.26,13.77,392.3,0.16,2497,1.006,61,"None",0.783,7.4,1410,361.6,"@ missing-field flag",26079.6
2009,"Peaches","Suncrest",277.93,10.77,2993.6,23.73,282,0.41,3136,,59.55,"Bacterial",0.599,10.05,3156,354.4,"@ data entry check",20885.81
2010,"Peaches","Suncrest",55.67,7.82,435.07,16.2,324.6,0.17,2881,0.583,60.96,"None",0.683,9.46,1448,342.3,"@",15056.82
2011,"Peaches","Suncrest",54.53,18.11,987.54,18.46,259.1,0.41,3364,1.23,58.28,"Bacterial",0.587,9.06,2356,357.2,"@ anomaly",20267.64
2012,"Peaches","Suncrest",230.54,13.65,3147.15,18.6,364.8,0.26,2498,0.995,60.75,"Fungal",0.78,9.14,2419,337.3,"@ data entry check",30217.13
2013,"Peaches","Suncrest",111.8,14.15,1582.19,22.54,341.7,0.34,2657,0.889,61.79,"Fungal",0.67,9.11,2669,350.5,"@ anomaly",14914.02
2014,"Peaches","Suncrest",80.77,11.35,917.09,17.24,302,0.34,2849,0.805,62.61,"Bacterial",0.652,7.69,1510,352.2,"@ ok",12378.97
2015,"Peaches","Suncrest",42.41,13.83,586.37,18.51,289,0.51,3101,0.979,59.64,"Bacterial",0.68,9.46,2172,354.8,"@ missing-field flag",35885.75
2016,"Peaches","Suncrest",548.81,11.45,6285.45,12.85,292.6,0.2,2997,0.773,56.07,"None",0.623,6.31,997,352.8,"@ anomaly",27499.6
2017,"Peaches","Suncrest",185.04,8.02,1484.21,18.43,319.3,0.19,2707,0.588,57.78,"None",0.673,9,1687,332,"@ missing-field flag",19477.48
2018,"Peaches","Suncrest",31.95,11.69,373.34,25.19,293,0.27,3127,0.715,58.26,"Bacterial",0.612,6.77,3200,356.7,"@",24607.3
2019,"Peaches","Suncrest",129.06,3.8,490.73,19.8,260.7,0.53,3363,0.235,58.01,"Bacterial",0.507,8.45,2958,373.9,"@",8151.12
2020,"Peaches","Suncrest",410.13,9.56,3919.07,18.6,276.3,0.32,3185,0.587,56.55,"Bacterial",0.611,10.07,2434,336.3,"@ data entry check",26027
2022,"Peaches","Suncrest",77.29,8.02,620.08,21.43,280.2,0.43,3201,0.5,57,"Bacterial",0.655,8.61,2945,346,"@",9373.42
2023,"Peaches","Suncrest",200.59,11.37,2280.71,23.26,344.2,0.38,2588,0.752,60.52,"Fungal",0.702,8.34,3222,350.8,"@ missing-field flag",
2023,"Peaches","Suncrest",200.59,11.37,2280.71,23.26,344.2,0.38,2588,0.752,62.27,"Fungal",0.702,8.34,3222,350.8,"@ missing-field flag",27155.27
2023,"Peaches","Suncrest",608.9,10.84,6600.48,14.4,244.7,0.58,3642,0.679,58.02,"Bacterial",0.499,9.72,1664,342.4,"@ anomaly",
2023,"Peaches","Suncrest",608.9,10.84,6600.48,14.4,244.7,0.58,3642,0.679,52.51,"Bacterial",0.499,9.72,1664,342.4,"@ anomaly",27155.27
1995,"Pomegranates","Arakta",672.27,13.57,9125.17,15.7,307.7,0.42,3057,0.95,55.75,"Bacterial",0.663,8.41,1807,349.7,"@ ok",28458.8
1996,"Pomegranates","Arakta",34.61,11.11,384.35,14.33,255.4,0.48,3384,0.877,53.03,"Bacterial",0.613,8.37,1205,339.4,"@  reviewed",17068.41
1997,"Pomegranates","Arakta",265.96,14.42,3834.55,19.52,317.7,0.32,2996,1.078,53.03,"Bacterial",,,2176,,"@  reviewed",16046.74
1998,"Pomegranates","Arakta",858.29,6.18,5302.49,20.18,369.1,0.33,2511,0.511,58.3,"Fungal",0.745,10.08,2323,353.4,"@",13600.64
1999,"Pomegranates","Arakta",374.09,13.17,4927.29,16.76,,0.51,2525,0.979,66.29,"Fungal",,,2377,,"@ data entry check",22913.19
2000,"Pomegranates","Arakta",129.68,13.08,1695.77,17.42,283.4,0.56,3207,0.993,59.15,"Bacterial",0.562,7.2,2484,354.9,"@",24172.7
2001,"Pomegranates","Arakta",39.35,8.56,336.94,13.47,365.6,0.19,2546,0.708,57.07,"None",0.781,10.01,958,359.3,"@ anomaly",12488.41
2002,"Pomegranates","Arakta",117.26,12.61,1478.79,21.46,311.8,0.27,3050,0.989,59.11,"Bacterial",0.673,7.08,2401,346.2,"@ anomaly",21582.13
2003,"Pomegranates","Arakta",136.08,9.33,1268.98,24.67,327.5,0.51,2682,0.712,61.94,"Bacterial",0.722,9.75,3071,353.5,"@  reviewed",18375.96
2004,"Pomegranates","Arakta",21.81,10.24,223.44,18.92,267,0.41,3378,0.774,59.86,"Bacterial",0.632,7.29,2453,362.5,"@  reviewed",11956.81
2005,"Pomegranates","Arakta",54.63,10.44,570.19,24.84,273.2,0.46,3140,0.786,57.84,"Bacterial",0.601,11.89,3264,353.6,"@",8892.19
2006,"Pomegranates","Arakta",9.87,12.92,127.52,19.99,314.9,0.25,2781,0.956,58.24,"Bacterial",0.667,6.49,2108,362.4,"@ anomaly",
2007,"Pomegranates","Arakta",75.45,7.83,590.58,20.62,282.7,0.51,3217,0.571,58.87,"Bacterial",0.596,10.81,2837,354.7,"@ ok",14798.77
2008,"Pomegranates","Arakta",153.08,10.66,1631.74,15.32,314.8,0.33,2851,0.767,58.76,"Bacterial",0.61,10.21,1144,342.8,"@ ok",20011.11
2009,"Pomegranates","Arakta",261.86,11.63,3045.65,21.32,287.9,0.49,,,57.29,"Bacterial",0.627,,3064,361.1,"@",8672.74
2010,"Pomegranates","Arakta",233.53,7.95,1855.56,16,333,0.26,2739,0.534,58.47,"Fungal",0.704,8.67,1914,360.6,"@  reviewed",17991.08
2011,"Pomegranates","Arakta",114.09,8.39,957.37,21.44,295.9,0.29,3039,0.544,61.33,"Bacterial",0.611,11.16,2782,361.8,"@",8812.33
2012,"Pomegranates","Arakta",672.43,7.71,5186.5,14.1,292.7,0.33,3129,0.48,59.42,"Bacterial",0.66,10.69,1699,346.8,"@ ok",16530.73
2013,"Pomegranates","Arakta",281.99,7.48,2108.77,21.08,291.9,0.42,3128,0.52,59,"Bacterial",0.64,6.5,2358,360.5,"@",13646.56
2014,"Pomegranates","Arakta",205.92,4.43,911.72,23.53,275.2,0.32,3192,0.299,57.89,"Bacterial",0.626,8.18,3008,367.6,"@ ok",5907.12
2015,"Pomegranates","Arakta",252.4,5.59,1411.52,22.17,259.6,0.51,3412,0.341,57.97,"Bacterial",0.564,7.19,2582,354.6,"@ anomaly",9404.82
2016,"Pomegranates","Arakta",,6.7,,19.71,269.3,0.38,3303,0.475,56.92,"Bacterial",0.551,7.42,2371,368.4,"@",8554.83
2017,"Pomegranates","Arakta",24.23,6.73,163.01,21.68,254.3,0.37,3450,0.391,56.59,"Bacterial",0.604,7.98,3245,368.5,"@ data entry check",10029.35
2018,"Pomegranates","Arakta",0.79,3.23,2.55,16.02,325.5,0.46,2744,0.221,57.46,"Bacterial",0.706,11.78,1108,353.7,"@",4753.85
2019,"Pomegranates","Arakta",192.62,8.55,1646.9,15.75,257.5,0.42,3397,0.577,56.24,"Bacterial",0.582,9.14,1102,366.8,"@",
2020,"Pomegranates","Arakta",188.72,2.87,541.02,20.36,337.7,0.44,2509,0.206,57.52,"Fungal",0.693,8.69,2054,347.4,"@ missing-field flag",3189.43
2021,"Pomegranates","Arakta",,6.91,,24.64,263.9,0.52,,,57.06,"Bacterial",0.584,,3373,365.3,"@  reviewed",6356.88
2022,"Pomegranates","Arakta",159.85,5.71,912.37,20.57,295.7,0.32,3231,0.384,61.71,"Bacterial",0.639,9.99,2404,353.9,"@  reviewed",8877
2023,"Pomegranates","Arakta",2.78,9.03,25.09,15.66,307.2,0.42,3096,0.538,58.69,"Bacterial",0.645,10.04,1620,350.4,"@ anomaly",19595.67
1995,"Pomegranates","Assaria",89.15,13.76,1226.97,15.7,307.7,0.42,3057,0.964,55.75,"Bacterial",0.663,8.41,1807,349.7,"@ ok",28458.8
1996,"Pomegranates","Assaria",419.15,10.27,4302.68,14.33,255.4,0.48,3384,0.81,53.03,"Bacterial",0.613,8.37,1205,339.4,"@  reviewed",17068.41
1997,"Pomegranates","Assaria",80.8,13.23,1068.97,19.52,317.7,0.32,2996,0.989,53.03,"Bacterial",,,2176,,"@  reviewed",16046.74
1998,"Pomegranates","Assaria",20.22,5.68,114.87,20.18,369.1,0.33,2511,0.47,58.3,"Fungal",0.745,10.08,2323,353.4,"@",13600.64
1999,"Pomegranates","Assaria",509.37,12.35,6288.58,16.76,,0.51,2525,0.918,66.29,"Fungal",,,2377,,"@ data entry check",22913.19
2000,"Pomegranates","Assaria",741.13,12.94,9592.84,17.42,283.4,0.56,3207,0.982,59.15,"Bacterial",0.562,7.2,2484,354.9,"@",24172.7
2001,"Pomegranates","Assaria",52.46,8.36,438.33,13.47,365.6,0.19,2546,0.691,57.07,"None",0.781,10.01,958,359.3,"@ anomaly",12488.41
2002,"Pomegranates","Assaria",30.13,13.66,411.51,21.46,311.8,0.27,3050,1.072,59.11,"Bacterial",0.673,7.08,2401,346.2,"@ anomaly",21582.13
2003,"Pomegranates","Assaria",69.68,9.77,681.12,24.67,327.5,0.51,2682,0.746,61.94,"Bacterial",0.722,9.75,3071,353.5,"@  reviewed",18375.96
2004,"Pomegranates","Assaria",127.6,9.59,1223.7,18.92,267,0.41,3378,0.724,59.86,"Bacterial",0.632,7.29,2453,362.5,"@  reviewed",11956.81
2005,"Pomegranates","Assaria",215.28,10.77,2318.11,24.84,273.2,0.46,3140,0.81,57.84,"Bacterial",0.601,11.89,3264,353.6,"@",8892.19
2006,"Pomegranates","Assaria",166.53,13.07,2176.55,19.99,314.9,0.25,2781,0.967,58.24,"Bacterial",0.667,6.49,2108,362.4,"@ anomaly",
2007,"Pomegranates","Assaria",265.96,7.59,2017.9,20.62,282.7,0.51,3217,0.553,58.87,"Bacterial",0.596,10.81,2837,354.7,"@ ok",14798.77
2008,"Pomegranates","Assaria",98.67,10.6,1045.85,15.32,314.8,0.33,2851,0.762,58.76,"Bacterial",0.61,10.21,1144,342.8,"@ ok",20011.11
2009,"Pomegranates","Assaria",37.28,12.25,456.79,21.32,287.9,0.49,,,57.29,"Bacterial",0.627,,3064,361.1,"@",8672.74
2010,"Pomegranates","Assaria",146.02,8.6,1255.83,16,333,0.26,2739,0.577,58.47,"Fungal",0.704,8.67,1914,360.6,"@  reviewed",17991.08
2011,"Pomegranates","Assaria",132.93,8.13,1081.17,21.44,295.9,0.29,3039,0.527,61.33,"Bacterial",0.611,11.16,2782,361.8,"@",8812.33
2012,"Pomegranates","Assaria",73.28,7.65,560.77,14.1,292.7,0.33,3129,0.477,59.42,"Bacterial",0.66,10.69,1699,346.8,"@ ok",16530.73
2013,"Pomegranates","Assaria",800.3,6.83,5462.56,21.08,291.9,0.42,3128,0.475,59,"Bacterial",0.64,6.5,2358,360.5,"@",13646.56
2014,"Pomegranates","Assaria",77.35,3.93,304.24,23.53,275.2,0.32,3192,0.265,57.89,"Bacterial",0.626,8.18,3008,367.6,"@ ok",5907.12
2015,"Pomegranates","Assaria",290.27,5.97,1731.52,22.17,259.6,0.51,3412,0.364,57.97,"Bacterial",0.564,7.19,2582,354.6,"@ anomaly",9404.82
2016,"Pomegranates","Assaria",,7.13,,19.71,269.3,0.38,3303,0.506,56.92,"Bacterial",0.551,7.42,2371,368.4,"@",8554.83
2017,"Pomegranates","Assaria",100.36,7.32,734.31,21.68,254.3,0.37,3450,0.426,56.59,"Bacterial",0.604,7.98,3245,368.5,"@ data entry check",10029.35
2018,"Pomegranates","Assaria",95.67,3.36,321,16.02,325.5,0.46,2744,0.23,57.46,"Bacterial",0.706,11.78,1108,353.7,"@",4753.85
2019,"Pomegranates","Assaria",462.49,8.63,3991.29,15.75,257.5,0.42,3397,0.582,56.24,"Bacterial",0.582,9.14,1102,366.8,"@",
2020,"Pomegranates","Assaria",102.31,2.66,272.58,20.36,337.7,0.44,2509,0.191,57.52,"Fungal",0.693,8.69,2054,347.4,"@ missing-field flag",3189.43
2021,"Pomegranates","Assaria",,7.22,,24.64,263.9,0.52,,,57.06,"Bacterial",0.584,,3373,365.3,"@  reviewed",6356.88
2022,"Pomegranates","Assaria",298.07,5.32,1585.54,20.57,295.7,0.32,3231,0.358,61.71,"Bacterial",0.639,9.99,2404,353.9,"@  reviewed",8877
2023,"Pomegranates","Assaria",314.95,9.74,3067.43,15.66,307.2,0.42,3096,0.581,58.69,"Bacterial",0.645,10.04,1620,350.4,"@ anomaly",19595.67
1995,"Pomegranates","Bhagwa",15.65,15.45,241.75,15.7,307.7,0.42,3057,1.082,55.75,"Bacterial",0.663,8.41,1807,349.7,"@ ok",28458.8
1996,"Pomegranates","Bhagwa",474.5,10.3,4885.61,14.33,255.4,0.48,3384,0.813,53.03,"Bacterial",0.613,8.37,1205,339.4,"@  reviewed",17068.41
1997,"Pomegranates","Bhagwa",142.98,12.29,1756.59,19.52,317.7,0.32,2996,0.919,53.03,"Bacterial",,,2176,,"@  reviewed",16046.74
1998,"Pomegranates","Bhagwa",200.96,6.29,1265.02,20.18,369.1,0.33,2511,0.52,58.3,"Fungal",0.745,10.08,2323,353.4,"@",13600.64
1999,"Pomegranates","Bhagwa",40.88,11.75,480.36,16.76,,0.51,2525,0.873,66.29,"Fungal",,,2377,,"@ data entry check",22913.19
2000,"Pomegranates","Bhagwa",446.12,11.19,4993.8,17.42,283.4,0.56,3207,0.849,59.15,"Bacterial",0.562,7.2,2484,354.9,"@",24172.7
2001,"Pomegranates","Bhagwa",424.96,8,3399.81,13.47,365.6,0.19,2546,0.661,57.07,"None",0.781,10.01,958,359.3,"@ anomaly",12488.41
2002,"Pomegranates","Bhagwa",47.62,14.07,669.97,21.46,311.8,0.27,3050,1.104,59.11,"Bacterial",0.673,7.08,2401,346.2,"@ anomaly",21582.13
2003,"Pomegranates","Bhagwa",189.05,9.09,1717.57,24.67,327.5,0.51,2682,0.694,61.94,"Bacterial",0.722,9.75,3071,353.5,"@  reviewed",18375.96
2004,"Pomegranates","Bhagwa",215.78,10.78,2326.16,18.92,267,0.41,3378,0.814,59.86,"Bacterial",0.632,7.29,2453,362.5,"@  reviewed",11956.81
2005,"Pomegranates","Bhagwa",45.6,9.75,444.43,24.84,273.2,0.46,3140,0.734,57.84,"Bacterial",0.601,11.89,3264,353.6,"@",8892.19
2006,"Pomegranates","Bhagwa",164.5,13.72,2256.94,19.99,314.9,0.25,2781,1.016,58.24,"Bacterial",0.667,6.49,2108,362.4,"@ anomaly",
2007,"Pomegranates","Bhagwa",299.15,7.38,2206.52,20.62,282.7,0.51,3217,0.538,58.87,"Bacterial",0.596,10.81,2837,354.7,"@ ok",14798.77
2008,"Pomegranates","Bhagwa",220.53,10.5,2315.45,15.32,314.8,0.33,2851,0.755,58.76,"Bacterial",0.61,10.21,1144,342.8,"@ ok",20011.11
2009,"Pomegranates","Bhagwa",133.81,11.59,1550.95,21.32,287.9,0.49,,,57.29,"Bacterial",0.627,,3064,361.1,"@",8672.74
2010,"Pomegranates","Bhagwa",297.75,8.51,2534.19,16,333,0.26,2739,0.571,58.47,"Fungal",0.704,8.67,1914,360.6,"@  reviewed",17991.08
2011,"Pomegranates","Bhagwa",1.34,7.99,10.7,21.44,295.9,0.29,3039,0.518,61.33,"Bacterial",0.611,11.16,2782,361.8,"@",8812.33
2012,"Pomegranates","Bhagwa",733,7.44,5453.35,14.1,292.7,0.33,3129,0.464,59.42,"Bacterial",0.66,10.69,1699,346.8,"@ ok",16530.73
2013,"Pomegranates","Bhagwa",68.69,7.43,510.12,21.08,291.9,0.42,3128,0.516,59,"Bacterial",0.64,6.5,2358,360.5,"@",13646.56
2014,"Pomegranates","Bhagwa",160.19,4.45,712.48,23.53,275.2,0.32,3192,0.3,57.89,"Bacterial",0.626,8.18,3008,367.6,"@ ok",5907.12
2015,"Pomegranates","Bhagwa",2.55,6.06,15.46,22.17,259.6,0.51,3412,0.37,57.97,"Bacterial",0.564,7.19,2582,354.6,"@ anomaly",9404.82
2016,"Pomegranates","Bhagwa",,6.35,,19.71,269.3,0.38,3303,0.451,56.92,"Bacterial",0.551,7.42,2371,368.4,"@",8554.83
2017,"Pomegranates","Bhagwa",548.84,7.34,4026.18,21.68,254.3,0.37,3450,0.427,56.59,"Bacterial",0.604,7.98,3245,368.5,"@ data entry check",10029.35
2018,"Pomegranates","Bhagwa",210.98,3.5,737.39,16.02,325.5,0.46,2744,0.24,57.46,"Bacterial",0.706,11.78,1108,353.7,"@",4753.85
2019,"Pomegranates","Bhagwa",1.91,8.25,15.76,15.75,257.5,0.42,3397,0.556,56.24,"Bacterial",0.582,9.14,1102,366.8,"@",
2020,"Pomegranates","Bhagwa",172.87,2.81,485.07,20.36,337.7,0.44,2509,0.202,57.52,"Fungal",0.693,8.69,2054,347.4,"@ missing-field flag",3189.43
2021,"Pomegranates","Bhagwa",,6.77,,24.64,263.9,0.52,,,57.06,"Bacterial",0.584,,3373,365.3,"@  reviewed",6356.88
2022,"Pomegranates","Bhagwa",329.87,5.31,1751.5,20.57,295.7,0.32,3231,0.357,61.71,"Bacterial",0.639,9.99,2404,353.9,"@  reviewed",8877
2023,"Pomegranates","Bhagwa",115.59,10.59,1224.17,15.66,307.2,0.42,3096,0.631,58.69,"Bacterial",0.645,10.04,1620,350.4,"@ anomaly",19595.67
1995,"Pomegranates","Hicaznar",16.43,14.23,233.82,15.7,307.7,0.42,3057,0.997,55.75,"Bacterial",0.663,8.41,1807,349.7,"@ ok",28458.8
1996,"Pomegranates","Hicaznar",75.32,10.92,822.38,14.33,255.4,0.48,3384,0.862,53.03,"Bacterial",0.613,8.37,1205,339.4,"@  reviewed",17068.41
1997,"Pomegranates","Hicaznar",137.92,12.77,1761.64,19.52,317.7,0.32,2996,0.955,53.03,"Bacterial",,,2176,,"@  reviewed",16046.74
1998,"Pomegranates","Hicaznar",522.94,6.35,3322.43,20.18,369.1,0.33,2511,0.525,58.3,"Fungal",0.745,10.08,2323,353.4,"@",13600.64
1999,"Pomegranates","Hicaznar",79.37,10.28,816.06,16.76,,0.51,2525,0.764,66.29,"Fungal",,,2377,,"@ data entry check",22913.19
2000,"Pomegranates","Hicaznar",16.85,13.28,223.79,17.42,283.4,0.56,3207,1.008,59.15,"Bacterial",0.562,7.2,2484,354.9,"@",24172.7
2001,"Pomegranates","Hicaznar",304.13,8.39,2550.14,13.47,365.6,0.19,2546,0.694,57.07,"None",0.781,10.01,958,359.3,"@ anomaly",12488.41
2002,"Pomegranates","Hicaznar",965.42,13.5,13034.62,21.46,311.8,0.27,3050,1.059,59.11,"Bacterial",0.673,7.08,2401,346.2,"@ anomaly",21582.13
2003,"Pomegranates","Hicaznar",90.03,9.9,891.74,24.67,327.5,0.51,2682,0.756,61.94,"Bacterial",0.722,9.75,3071,353.5,"@  reviewed",18375.96
2004,"Pomegranates","Hicaznar",471.96,9.93,4685.3,18.92,267,0.41,3378,0.75,59.86,"Bacterial",0.632,7.29,2453,362.5,"@  reviewed",11956.81
2005,"Pomegranates","Hicaznar",128.64,10.18,1309.15,24.84,273.2,0.46,3140,0.766,57.84,"Bacterial",0.601,11.89,3264,353.6,"@",8892.19
2006,"Pomegranates","Hicaznar",237.4,12.08,2867.79,19.99,314.9,0.25,2781,0.894,58.24,"Bacterial",0.667,6.49,2108,362.4,"@ anomaly",
2007,"Pomegranates","Hicaznar",127.93,7.86,1005.04,20.62,282.7,0.51,3217,0.573,58.87,"Bacterial",0.596,10.81,2837,354.7,"@ ok",14798.77
2008,"Pomegranates","Hicaznar",495.82,10.77,5339.7,15.32,314.8,0.33,2851,0.774,58.76,"Bacterial",0.61,10.21,1144,342.8,"@ ok",20011.11
2009,"Pomegranates","Hicaznar",2.31,11.45,26.45,21.32,287.9,0.49,,,57.29,"Bacterial",0.627,,3064,361.1,"@",8672.74
2010,"Pomegranates","Hicaznar",170.51,7.99,1361.59,16,333,0.26,2739,0.537,58.47,"Fungal",0.704,8.67,1914,360.6,"@  reviewed",17991.08
2011,"Pomegranates","Hicaznar",81.72,7.72,630.92,21.44,295.9,0.29,3039,0.501,61.33,"Bacterial",0.611,11.16,2782,361.8,"@",8812.33
2012,"Pomegranates","Hicaznar",31.7,7.61,241.29,14.1,292.7,0.33,3129,0.474,59.42,"Bacterial",0.66,10.69,1699,346.8,"@ ok",16530.73
2013,"Pomegranates","Hicaznar",149.66,7.16,1071.13,21.08,291.9,0.42,3128,0.498,59,"Bacterial",0.64,6.5,2358,360.5,"@",13646.56
2014,"Pomegranates","Hicaznar",97.32,4.93,479.96,23.53,275.2,0.32,3192,0.332,57.89,"Bacterial",0.626,8.18,3008,367.6,"@ ok",5907.12
2015,"Pomegranates","Hicaznar",132.99,5.44,722.85,22.17,259.6,0.51,3412,0.332,57.97,"Bacterial",0.564,7.19,2582,354.6,"@ anomaly",9404.82
2016,"Pomegranates","Hicaznar",,6.5,,19.71,269.3,0.38,3303,0.461,56.92,"Bacterial",0.551,7.42,2371,368.4,"@",8554.83
2017,"Pomegranates","Hicaznar",357.56,7.27,2599.21,21.68,254.3,0.37,3450,0.423,56.59,"Bacterial",0.604,7.98,3245,368.5,"@ data entry check",10029.35
2018,"Pomegranates","Hicaznar",174.93,3.21,560.74,16.02,325.5,0.46,2744,0.22,57.46,"Bacterial",0.706,11.78,1108,353.7,"@",4753.85
2019,"Pomegranates","Hicaznar",55.27,8.51,470.35,15.75,257.5,0.42,3397,0.574,56.24,"Bacterial",0.582,9.14,1102,366.8,"@",
2020,"Pomegranates","Hicaznar",44.69,2.94,131.28,20.36,337.7,0.44,2509,0.211,57.52,"Fungal",0.693,8.69,2054,347.4,"@ missing-field flag",3189.43
2021,"Pomegranates","Hicaznar",,7.29,,24.64,263.9,0.52,,,57.06,"Bacterial",0.584,,3373,365.3,"@  reviewed",6356.88
2022,"Pomegranates","Hicaznar",26.12,5.6,146.29,20.57,295.7,0.32,3231,0.377,61.71,"Bacterial",0.639,9.99,2404,353.9,"@  reviewed",8877
2023,"Pomegranates","Hicaznar",89.31,8.79,784.96,15.66,307.2,0.42,3096,0.524,58.69,"Bacterial",0.645,10.04,1620,350.4,"@ anomaly",19595.67
1995,"Pomegranates","Kandhari",286,12.95,3702.5,15.7,307.7,0.42,3057,0.907,55.75,"Bacterial",0.663,8.41,1807,349.7,"@ ok",28458.8
1996,"Pomegranates","Kandhari",214.54,10.3,2208.98,14.33,255.4,0.48,3384,0.813,53.03,"Bacterial",0.613,8.37,1205,339.4,"@  reviewed",17068.41
1997,"Pomegranates","Kandhari",8.32,12.81,106.61,19.52,317.7,0.32,2996,0.958,53.03,"Bacterial",,,2176,,"@  reviewed",16046.74
1998,"Pomegranates","Kandhari",131.37,5.87,770.64,20.18,369.1,0.33,2511,0.486,58.3,"Fungal",0.745,10.08,2323,353.4,"@",13600.64
1999,"Pomegranates","Kandhari",59.81,11.89,711.42,16.76,,0.51,2525,0.884,66.29,"Fungal",,,2377,,"@ data entry check",22913.19
2000,"Pomegranates","Kandhari",32.03,12.36,395.9,17.42,283.4,0.56,3207,0.938,59.15,"Bacterial",0.562,7.2,2484,354.9,"@",24172.7
2001,"Pomegranates","Kandhari",37.26,8.9,331.54,13.47,365.6,0.19,2546,0.736,57.07,"None",0.781,10.01,958,359.3,"@ anomaly",12488.41
2002,"Pomegranates","Kandhari",282.97,14.63,4138.89,21.46,311.8,0.27,3050,1.148,59.11,"Bacterial",0.673,7.08,2401,346.2,"@ anomaly",21582.13
2003,"Pomegranates","Kandhari",207.82,10.08,2095.82,24.67,327.5,0.51,2682,0.769,61.94,"Bacterial",0.722,9.75,3071,353.5,"@  reviewed",18375.96
2004,"Pomegranates","Kandhari",33.36,10.68,356.32,18.92,267,0.41,3378,0.807,59.86,"Bacterial",0.632,7.29,2453,362.5,"@  reviewed",11956.81
2005,"Pomegranates","Kandhari",62.96,10.84,682.36,24.84,273.2,0.46,3140,0.816,57.84,"Bacterial",0.601,11.89,3264,353.6,"@",8892.19
2006,"Pomegranates","Kandhari",359.79,12.46,4482.98,19.99,314.9,0.25,2781,0.922,58.24,"Bacterial",0.667,6.49,2108,362.4,"@ anomaly",
2007,"Pomegranates","Kandhari",1.14,7.47,8.52,20.62,282.7,0.51,3217,0.545,58.87,"Bacterial",0.596,10.81,2837,354.7,"@ ok",14798.77
2008,"Pomegranates","Kandhari",31.41,10.68,335.44,15.32,314.8,0.33,2851,0.768,58.76,"Bacterial",0.61,10.21,1144,342.8,"@ ok",20011.11
2009,"Pomegranates","Kandhari",116.26,11.22,1304.37,21.32,287.9,0.49,,,57.29,"Bacterial",0.627,,3064,361.1,"@",8672.74
2010,"Pomegranates","Kandhari",255.12,8.24,2103.03,16,333,0.26,2739,0.553,58.47,"Fungal",0.704,8.67,1914,360.6,"@  reviewed",17991.08
